,Index,Make,Model,Variant,Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Wheelbase,Wheels_Size,12v_Power_Outlet,Audiosystem,Boot-lid_Opener,Boot_Space,Central_Locking,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Multifunction_Display,Sun_Visor,Ventilation_System,Engine_Immobilizer,ABS_(Anti-lock_Braking_System),Adjustable_Headrests,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Number_of_Airbags,Adjustable_Steering_Column,Type,Child_Safety_Locks
36,36,Datsun,Go,T,468229,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5.0,20.1,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5.0,Fabric,2450 mm,155/70R13,Yes,USB & Aux-in,Internal,265.0,Yes,Digital,Front,Yes,Front,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,2.0,,4,0
37,37,Datsun,Go,T (O),502492,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5.0,20.1,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5.0,Fabric,2450 mm,155/70R13,Yes,USB & Aux-in,"Internal, With Remote",265.0,Yes,Digital,Front,Yes,Front,Yes,,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,2.0,,4,0
38,38,Datsun,Go,A (O),499990,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5.0,20.1,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5.0,Fabric,2450 mm,155/70R13,Yes,Not on offer,Internal,265.0,Yes,,Front,Yes,Front,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,2.0,,4,0
39,39,Datsun,Go,A,469990,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5.0,20.1,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,Only Front Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5.0,Fabric,2450 mm,155/70R13,Yes,Not on offer,Internal,265.0,Yes,,Front,Yes,Front,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,2.0,,4,0
40,40,Datsun,Go,T Vdc,528464,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5.0,20.1,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5.0,Fabric,2450 mm,155/70R13,Yes,USB & Aux-in,Internal,265.0,Yes,Digital,Front,Yes,Front,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,2.0,,4,0
41,41,Datsun,Go,T (O) Vdc,553015,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5.0,20.1,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5.0,Fabric,2450 mm,155/70R13,Yes,USB & Aux-in,"Internal, With Remote",265.0,Yes,Digital,Front,Yes,Front,Yes,,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,2.0,,4,0
42,42,Datsun,Go,T Cvt,594464,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5.0,20.1,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5.0,Fabric,2450 mm,155/70R13,Yes,USB & Aux-in,Internal,265.0,Yes,Digital,Front,Yes,Front,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,2.0,,4,0
43,43,Datsun,Go,T (O) Cvt,618015,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5.0,20.1,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5.0,Fabric,2450 mm,155/70R13,Yes,USB & Aux-in,"Internal, With Remote",265.0,Yes,Digital,Front,Yes,Front,Yes,,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,2.0,,4,0
44,44,Maruti Suzuki,Celerio Tour,H2,422444,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,155/80R13,155/80R13,Electric Power,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,2425 mm,155/80R13,,Not on offer,Manual,235.0,,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2.0,,4,0
45,45,Maruti Suzuki,Celerio Tour,H2 Cng,480670,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,CNG,1560 mm,3695 mm,1600 mm,Hatchback,5.0,,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,59bhp@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2.0,,4,0
46,46,Hyundai,Santro,Era Mt,429990,1086 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4.0,20.3,5,,,,,,,Electric Power,Only Front Windows,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,2400 mm,,Yes,Not on offer,"With Remote, Internal",,,Analog,Front & Rear,Yes,Front & Rear,Yes,,"With Remote, Internal",Digital,,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,1.0,,4,0
47,47,Hyundai,Santro,Magna Mt,503990,1086 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4.0,20.3,5,,,,,,,Electric Power,All Windows,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,2400 mm,,1,Not on offer,"With Remote, Manual, Internal",,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,"With Remote, Internal",Digital,,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,1.0,,4,0
48,48,Hyundai,Santro,Magna Mt Cng,547990,1086 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,CNG,1560 mm,3610 mm,1645 mm,Hatchback,4.0,,5,,,,,,,Electric Power,All Windows,59PS@5500RPM,99.04nm@4500RPM,Digital,Digital,Analog,Yes,5.0,Fabric,2400 mm,,1,Not on offer,"With Remote, Manual, Internal",,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,"Internal, With Remote",Digital,,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,1.0,Rake,4,0
49,49,Hyundai,Santro,Magna Amt,530990,1086 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4.0,20.3,5,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,155/80 R13,155/80 R13,Electric Power,All Windows,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,2400 mm,155/80 R13,Yes,CD Player with USB & Aux-in,Internal,,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog,Yes,Yes,,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Driver frontal airbag,Yes,Yes,Yes,1.0,,0,0
50,50,Hyundai,Santro,Sportz Mt,512990,1086 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4.0,20.3,5,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,All Windows,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,2400 mm,165/70 R14,1,CD/MP3/DVD Player with USB & Aux-in,"Manual, Internal, With Remote",,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,1.0,,4,0
51,51,Hyundai,Santro,Sportz Mt Cng,578990,1086 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,CNG,1560 mm,3610 mm,1645 mm,Hatchback,4.0,,5,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,All Windows,59PS@5500RPM,8.3KGM@4500rpm,Analog,Analog,Analog,Yes,5.0,Fabric,2400 mm,165/70 R14,Yes,CD Player with USB & Aux-in,Internal,,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,Yes,Internal,Yes,Manual,Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Front Row,Driver frontal airbag,Yes,Yes,Yes,1.0,,4,0
52,52,Hyundai,Santro,Sportz Amt,570990,1086 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4.0,20.3,5,Solid Disc,Drum,Mc Pherson Struct,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,All Windows,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,2400 mm,165/70 R14,Yes,CD Player with USB & Aux-in,Internal,,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,All Rows,Driver frontal airbag,Yes,Yes,Yes,1.0,,0,0
53,53,Hyundai,Santro,Asta Mt,556490,1086 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4.0,20.3,5,,,,,,,Electric Power,All Windows,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5.0,Fabric,2400 mm,,1,CD/MP3/DVD Player with USB & Aux-in,"Manual, With Remote, Internal",,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,Yes,Internal,Digital,,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,2.0,Yes,4,0
54,54,Tata,Tiago,Revotron Xe,460000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1535 mm,3765 mm,1677 mm,Hatchback,5.0,23.0,5,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,155/80 R13,155/80 R13,Electric Power,,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,2400 mm,155/80 R13,Yes,Not on offer,"Internal, With Remote",,,Yes,Front,Yes,Front & Rear,Yes,,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,2.0,Rake,4,0
55,55,Tata,Tiago,Revotron Xt,520000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5.0,23.0,5,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,2400 mm,175/65 R14,Yes,CD Player with USB & Aux-in,"With Remote, Internal",242.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
56,56,Tata,Tiago,Revotron Xz,570000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5.0,23.0,5,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,2400 mm,175/65 R14,Yes,CD Player with USB & Aux-in,"With Remote, Internal",242.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
57,57,Tata,Tiago,Revotron Xz Plus,599000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5.0,23.0,5,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,2400 mm,175/65 R14,Yes,CD Player with USB & Aux-in,"With Remote, Internal",242.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
58,58,Tata,Tiago,Revotron Xz Plus Dual Tone,610000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5.0,23.0,5,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,2400 mm,175/65 R14,Yes,CD Player with USB & Aux-in,"With Remote, Internal",242.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
59,59,Tata,Tiago,Revotron Xza,620000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5.0,24.0,5,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,175 / 65 R14,175 / 65 R14,Electric Power,All Windows,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,,5.0,Fabric,2400 mm,,Yes,CD Player with USB & Aux-in,"Internal, With Remote",240.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,0,0
60,60,Tata,Tiago,Revotron Xza Plus,649000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5.0,24.0,5,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,175/60 R15,175/60 R15,Electric Power,All Windows,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,,5.0,Fabric,2400 mm,,Yes,CD Player with USB & Aux-in,"Internal, With Remote",240.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,0,0
61,61,Tata,Tiago,Revotron Xza Plus Dual Tone,660000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5.0,24.0,5,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,,175/60 R15,Electric Power,All Windows,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,,5.0,Fabric,2400 mm,,Yes,CD Player with USB & Aux-in,"Internal, With Remote",240.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,0,0
62,62,Maruti Suzuki,Celerio X,Vxi (O),481074,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2.0,Rake,4,0
63,63,Maruti Suzuki,Celerio X,Vxi,475198,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,Driver frontal airbag,Yes,,Yes,1.0,Rake,4,0
64,64,Maruti Suzuki,Celerio X,Vxi Amt,518198,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,Driver frontal airbag,Yes,,Yes,1.0,Rake,1,0
65,65,Maruti Suzuki,Celerio X,Vxi Amt (O),524074,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2.0,Rake,1,0
66,66,Maruti Suzuki,Celerio X,Zxi,499734,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,CD Player with USB & Aux-in,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,Driver frontal airbag,Yes,,Yes,1.0,Rake,4,0
67,67,Maruti Suzuki,Celerio X,Zxi (O),540350,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,CD Player with USB & Aux-in,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2.0,Rake,4,0
68,68,Maruti Suzuki,Celerio X,Zxi Amt,542735,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,CD Player with USB & Aux-in,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,Driver frontal airbag,Yes,,Yes,1.0,Rake,1,0
